timestamp,juiz,anon_id,tarefa,prompt,status,duracao_segundos,mensagem
2026-09-01T10:48:32.386185,J01,X057,T28,11-avaliacao\prompts_julgamento\J01\J01_X057_T28.txt,SUCESSO,13.623,
2026-09-01T10:48:41.188849,J01,X058,T15,11-avaliacao\prompts_julgamento\J01\J01_X058_T15.txt,SUCESSO,7.797,
2026-09-01T10:48:49.787344,J01,X084,T08,11-avaliacao\prompts_julgamento\J01\J01_X084_T08.txt,SUCESSO,7.594,
2026-09-01T10:49:04.372791,J01,X063,T25,11-avaliacao\prompts_julgamento\J01\J01_X063_T25.txt,SUCESSO,13.583,
2026-09-01T10:49:13.548655,J01,X044,T15,11-avaliacao\prompts_julgamento\J01\J01_X044_T15.txt,SUCESSO,8.172,
2026-09-01T10:49:23.318071,J01,X012,T04,11-avaliacao\prompts_julgamento\J01\J01_X012_T04.txt,SUCESSO,8.766,
2026-09-01T10:49:32.181044,J01,X088,T05,11-avaliacao\prompts_julgamento\J01\J01_X088_T05.txt,SUCESSO,7.859,
2026-09-01T10:49:43.869896,J01,X034,T22,11-avaliacao\prompts_julgamento\J01\J01_X034_T22.txt,SUCESSO,10.684,
2026-09-01T10:49:55.994981,J01,X021,T02,11-avaliacao\prompts_julgamento\J01\J01_X021_T02.txt,SUCESSO,11.12,
2026-09-01T10:50:11.834917,J01,X076,T18,11-avaliacao\prompts_julgamento\J01\J01_X076_T18.txt,SUCESSO,14.836,
2026-09-01T10:50:29.731692,J01,X031,T30,11-avaliacao\prompts_julgamento\J01\J01_X031_T30.txt,SUCESSO,16.892,
2026-09-01T10:50:41.857556,J01,X079,T13,11-avaliacao\prompts_julgamento\J01\J01_X079_T13.txt,SUCESSO,11.121,
2026-09-01T10:50:53.435652,J01,X090,T29,11-avaliacao\prompts_julgamento\J01\J01_X090_T29.txt,SUCESSO,10.575,
2026-09-01T10:52:05.627962,J02,X045,T17,11-avaliacao\prompts_julgamento\J02\J02_X045_T17.txt,SUCESSO,12.115,
2026-09-01T10:52:17.853365,J02,X068,T01,11-avaliacao\prompts_julgamento\J02\J02_X068_T01.txt,SUCESSO,11.129,
2026-09-01T10:52:32.662512,J02,X086,T09,11-avaliacao\prompts_julgamento\J02\J02_X086_T09.txt,SUCESSO,13.806,
2026-09-01T10:53:46.106140,J02,X047,T22,11-avaliacao\prompts_julgamento\J02\J02_X047_T22.txt,SUCESSO,72.44,
2026-09-01T10:54:45.035263,J02,X059,T29,11-avaliacao\prompts_julgamento\J02\J02_X059_T29.txt,SUCESSO,57.925,
2026-09-01T10:54:56.674287,J02,X060,T05,11-avaliacao\prompts_julgamento\J02\J02_X060_T05.txt,SUCESSO,10.635,
2026-09-01T10:55:15.180628,J02,X033,T02,11-avaliacao\prompts_julgamento\J02\J02_X033_T02.txt,SUCESSO,17.502,
2026-09-01T10:55:47.336053,J02,X042,T14,11-avaliacao\prompts_julgamento\J02\J02_X042_T14.txt,SUCESSO,31.153,
2026-09-01T10:56:01.306767,J02,X088,T05,11-avaliacao\prompts_julgamento\J02\J02_X088_T05.txt,SUCESSO,12.959,
2026-09-01T10:56:17.843986,J02,X067,T01,11-avaliacao\prompts_julgamento\J02\J02_X067_T01.txt,SUCESSO,15.531,
2026-09-01T10:56:27.928725,J02,X043,T27,11-avaliacao\prompts_julgamento\J02\J02_X043_T27.txt,SUCESSO,9.08,
2026-09-01T10:56:47.378256,J02,X037,T07,11-avaliacao\prompts_julgamento\J02\J02_X037_T07.txt,SUCESSO,18.444,
2026-09-01T10:57:03.100064,J02,X016,T15,11-avaliacao\prompts_julgamento\J02\J02_X016_T15.txt,SUCESSO,14.717,
2026-09-01T10:58:45.656798,J02,X051,T14,11-avaliacao\prompts_julgamento\J02\J02_X051_T14.txt,SUCESSO,101.552,
2026-09-01T10:59:08.033694,J02,X064,T11,11-avaliacao\prompts_julgamento\J02\J02_X064_T11.txt,SUCESSO,21.372,
2026-09-01T10:59:44.253761,J02,X057,T28,11-avaliacao\prompts_julgamento\J02\J02_X057_T28.txt,SUCESSO,35.216,
2026-09-01T10:59:59.333905,J02,X056,T08,11-avaliacao\prompts_julgamento\J02\J02_X056_T08.txt,SUCESSO,14.075,
2026-09-01T11:00:56.102587,J02,X029,T24,11-avaliacao\prompts_julgamento\J02\J02_X029_T24.txt,SUCESSO,55.764,
2026-09-01T11:01:10.780308,J02,X044,T15,11-avaliacao\prompts_julgamento\J02\J02_X044_T15.txt,SUCESSO,13.673,
2026-09-01T11:01:23.624535,J02,X089,T03,11-avaliacao\prompts_julgamento\J02\J02_X089_T03.txt,SUCESSO,11.837,
2026-09-01T11:01:36.963615,J02,X009,T02,11-avaliacao\prompts_julgamento\J02\J02_X009_T02.txt,SUCESSO,12.334,
2026-09-01T11:03:00.285114,J02,X007,T29,11-avaliacao\prompts_julgamento\J02\J02_X007_T29.txt,SUCESSO,82.318,
2026-09-01T11:03:16.878597,J02,X004,T13,11-avaliacao\prompts_julgamento\J02\J02_X004_T13.txt,SUCESSO,15.59,
2026-09-01T11:03:41.003471,J02,X005,T11,11-avaliacao\prompts_julgamento\J02\J02_X005_T11.txt,SUCESSO,23.122,
2026-09-01T11:03:57.256967,J02,X066,T10,11-avaliacao\prompts_julgamento\J02\J02_X066_T10.txt,SUCESSO,15.247,
2026-09-01T11:15:37.552691,J02,X048,T21,11-avaliacao\prompts_julgamento\J02\J02_X048_T21.txt,SUCESSO,699.293,
2026-09-01T11:16:05.897935,J02,X062,T20,11-avaliacao\prompts_julgamento\J02\J02_X062_T20.txt,SUCESSO,27.341,
2026-09-01T11:18:13.913618,J02,X003,T21,11-avaliacao\prompts_julgamento\J02\J02_X003_T21.txt,SUCESSO,127.011,
2026-09-01T11:18:27.979458,J02,X020,T03,11-avaliacao\prompts_julgamento\J02\J02_X020_T03.txt,SUCESSO,13.062,
2026-09-01T11:19:05.123894,J02,X041,T19,11-avaliacao\prompts_julgamento\J02\J02_X041_T19.txt,SUCESSO,36.138,
2026-09-01T11:19:54.080736,J02,X027,T26,11-avaliacao\prompts_julgamento\J02\J02_X027_T26.txt,SUCESSO,47.952,
2026-09-01T11:20:07.602146,J02,X036,T10,11-avaliacao\prompts_julgamento\J02\J02_X036_T10.txt,SUCESSO,12.519,
2026-09-01T11:20:52.851160,J02,X010,T28,11-avaliacao\prompts_julgamento\J02\J02_X010_T28.txt,SUCESSO,44.246,
2026-09-01T11:21:50.644725,J02,X063,T25,11-avaliacao\prompts_julgamento\J02\J02_X063_T25.txt,SUCESSO,56.788,
2026-09-01T11:22:24.427520,J02,X023,T20,11-avaliacao\prompts_julgamento\J02\J02_X023_T20.txt,SUCESSO,32.778,
2026-09-01T11:23:16.513830,J02,X053,T18,11-avaliacao\prompts_julgamento\J02\J02_X053_T18.txt,SUCESSO,51.084,
2026-09-01T11:23:39.229800,J02,X046,T18,11-avaliacao\prompts_julgamento\J02\J02_X046_T18.txt,SUCESSO,21.711,
2026-09-01T11:23:58.410052,J02,X032,T19,11-avaliacao\prompts_julgamento\J02\J02_X032_T19.txt,SUCESSO,18.178,
2026-09-01T11:24:49.001705,J02,X070,T26,11-avaliacao\prompts_julgamento\J02\J02_X070_T26.txt,SUCESSO,49.589,
2026-09-01T11:25:13.204501,J02,X011,T16,11-avaliacao\prompts_julgamento\J02\J02_X011_T16.txt,SUCESSO,23.199,
2026-09-01T11:25:41.167442,J02,X017,T06,11-avaliacao\prompts_julgamento\J02\J02_X017_T06.txt,SUCESSO,26.847,
2026-09-01T11:27:44.734499,J02,X069,T23,11-avaliacao\prompts_julgamento\J02\J02_X069_T23.txt,SUCESSO,122.564,
2026-09-01T11:28:10.235966,J02,X077,T13,11-avaliacao\prompts_julgamento\J02\J02_X077_T13.txt,SUCESSO,24.498,
2026-09-01T11:29:36.618439,J02,X081,T23,11-avaliacao\prompts_julgamento\J02\J02_X081_T23.txt,SUCESSO,85.38,
2026-09-01T11:31:12.707540,J02,X035,T30,11-avaliacao\prompts_julgamento\J02\J02_X035_T30.txt,SUCESSO,95.085,
2026-09-01T11:33:15.991630,J02,X049,T30,11-avaliacao\prompts_julgamento\J02\J02_X049_T30.txt,SUCESSO,122.28,
2026-09-01T11:34:23.997486,J02,X087,T27,11-avaliacao\prompts_julgamento\J02\J02_X087_T27.txt,SUCESSO,67.003,
2026-09-01T11:34:46.696695,J02,X013,T12,11-avaliacao\prompts_julgamento\J02\J02_X013_T12.txt,SUCESSO,21.695,
2026-09-01T11:35:17.907904,J02,X014,T16,11-avaliacao\prompts_julgamento\J02\J02_X014_T16.txt,SUCESSO,30.208,
2026-09-01T11:35:33.534376,J02,X038,T09,11-avaliacao\prompts_julgamento\J02\J02_X038_T09.txt,SUCESSO,14.622,
2026-09-01T11:35:47.286485,J02,X083,T17,11-avaliacao\prompts_julgamento\J02\J02_X083_T17.txt,SUCESSO,12.747,
2026-09-01T11:36:22.326193,J02,X015,T22,11-avaliacao\prompts_julgamento\J02\J02_X015_T22.txt,SUCESSO,34.033,
2026-09-01T11:37:31.536291,J02,X030,T24,11-avaliacao\prompts_julgamento\J02\J02_X030_T24.txt,SUCESSO,68.203,
2026-09-01T11:37:49.089994,J02,X008,T04,11-avaliacao\prompts_julgamento\J02\J02_X008_T04.txt,SUCESSO,16.549,
2026-09-01T11:38:24.743215,J02,X039,T12,11-avaliacao\prompts_julgamento\J02\J02_X039_T12.txt,SUCESSO,34.651,
2026-09-01T11:38:40.278139,J02,X052,T06,11-avaliacao\prompts_julgamento\J02\J02_X052_T06.txt,SUCESSO,14.531,
2026-09-01T11:39:12.930645,J02,X061,T07,11-avaliacao\prompts_julgamento\J02\J02_X061_T07.txt,SUCESSO,31.649,
2026-09-01T11:39:30.831585,J02,X024,T04,11-avaliacao\prompts_julgamento\J02\J02_X024_T04.txt,SUCESSO,16.897,
2026-09-01T11:39:42.209048,J02,X040,T08,11-avaliacao\prompts_julgamento\J02\J02_X040_T08.txt,SUCESSO,10.371,
2026-09-01T11:41:07.589183,J02,X050,T25,11-avaliacao\prompts_julgamento\J02\J02_X050_T25.txt,SUCESSO,84.377,
2026-09-01T11:42:38.132143,J03,X054,T05,11-avaliacao\prompts_julgamento\J03\J03_X054_T05.txt,SUCESSO,9.027,
2026-09-01T11:42:58.436339,J03,X073,T26,11-avaliacao\prompts_julgamento\J03\J03_X073_T26.txt,SUCESSO,19.297,
2026-09-01T11:43:08.423764,J03,X050,T25,11-avaliacao\prompts_julgamento\J03\J03_X050_T25.txt,SUCESSO,8.982,
2026-09-01T11:43:33.037103,J03,X023,T20,11-avaliacao\prompts_julgamento\J03\J03_X023_T20.txt,SUCESSO,23.606,
2026-09-01T11:43:43.268837,J03,X008,T04,11-avaliacao\prompts_julgamento\J03\J03_X008_T04.txt,SUCESSO,9.229,
2026-09-01T11:43:54.718913,J03,X015,T22,11-avaliacao\prompts_julgamento\J03\J03_X015_T22.txt,SUCESSO,10.447,
2026-09-01T11:44:11.634514,J03,X001,T28,11-avaliacao\prompts_julgamento\J03\J03_X001_T28.txt,SUCESSO,15.909,
2026-09-01T11:44:22.389029,J03,X019,T16,11-avaliacao\prompts_julgamento\J03\J03_X019_T16.txt,SUCESSO,9.751,
2026-09-01T11:44:31.137981,J03,X070,T26,11-avaliacao\prompts_julgamento\J03\J03_X070_T26.txt,SUCESSO,7.746,
2026-09-01T11:44:40.414342,J03,X038,T09,11-avaliacao\prompts_julgamento\J03\J03_X038_T09.txt,SUCESSO,8.272,
2026-09-01T11:44:55.837096,J03,X002,T20,11-avaliacao\prompts_julgamento\J03\J03_X002_T20.txt,SUCESSO,14.417,
2026-09-01T11:45:05.101641,J03,X060,T05,11-avaliacao\prompts_julgamento\J03\J03_X060_T05.txt,SUCESSO,8.259,
2026-09-01T11:45:14.527325,J03,X066,T10,11-avaliacao\prompts_julgamento\J03\J03_X066_T10.txt,SUCESSO,8.419,
2026-09-01T11:45:25.449009,J03,X042,T14,11-avaliacao\prompts_julgamento\J03\J03_X042_T14.txt,SUCESSO,9.916,
2026-09-01T11:45:35.101793,J03,X014,T16,11-avaliacao\prompts_julgamento\J03\J03_X014_T16.txt,SUCESSO,8.648,
2026-09-01T11:45:43.676274,J03,X033,T02,11-avaliacao\prompts_julgamento\J03\J03_X033_T02.txt,SUCESSO,7.569,
2026-09-01T11:45:51.711170,J03,X065,T25,11-avaliacao\prompts_julgamento\J03\J03_X065_T25.txt,SUCESSO,7.03,
2026-09-01T11:46:00.152733,J03,X045,T17,11-avaliacao\prompts_julgamento\J03\J03_X045_T17.txt,SUCESSO,7.437,
2026-09-01T11:46:08.979832,J03,X052,T06,11-avaliacao\prompts_julgamento\J03\J03_X052_T06.txt,SUCESSO,7.823,
2026-09-01T11:46:18.422366,J03,X012,T04,11-avaliacao\prompts_julgamento\J03\J03_X012_T04.txt,SUCESSO,8.438,
2026-09-01T11:46:27.307314,J03,X079,T13,11-avaliacao\prompts_julgamento\J03\J03_X079_T13.txt,SUCESSO,7.88,
2026-09-01T11:46:55.500454,J03,X010,T28,11-avaliacao\prompts_julgamento\J03\J03_X010_T28.txt,SUCESSO,27.189,
2026-09-01T11:47:05.788158,J03,X040,T08,11-avaliacao\prompts_julgamento\J03\J03_X040_T08.txt,SUCESSO,9.283,
2026-09-01T11:47:15.262982,J03,X043,T27,11-avaliacao\prompts_julgamento\J03\J03_X043_T27.txt,SUCESSO,8.471,
2026-09-01T11:47:25.122344,J03,X034,T22,11-avaliacao\prompts_julgamento\J03\J03_X034_T22.txt,SUCESSO,8.852,
2026-09-01T11:47:34.234809,J03,X005,T11,11-avaliacao\prompts_julgamento\J03\J03_X005_T11.txt,SUCESSO,8.109,
2026-09-01T11:47:42.601028,J03,X078,T06,11-avaliacao\prompts_julgamento\J03\J03_X078_T06.txt,SUCESSO,7.361,
2026-09-01T11:47:53.014848,J03,X035,T30,11-avaliacao\prompts_julgamento\J03\J03_X035_T30.txt,SUCESSO,9.409,
2026-09-01T11:48:03.314513,J03,X016,T15,11-avaliacao\prompts_julgamento\J03\J03_X016_T15.txt,SUCESSO,9.296,
2026-09-01T11:48:13.108455,J03,X089,T03,11-avaliacao\prompts_julgamento\J03\J03_X089_T03.txt,SUCESSO,8.79,
2026-09-01T11:48:21.173685,J03,X055,T09,11-avaliacao\prompts_julgamento\J03\J03_X055_T09.txt,SUCESSO,7.058,
2026-09-01T11:48:44.490815,J03,X029,T24,11-avaliacao\prompts_julgamento\J03\J03_X029_T24.txt,SUCESSO,22.314,
2026-09-01T11:48:54.198391,J03,X058,T15,11-avaliacao\prompts_julgamento\J03\J03_X058_T15.txt,SUCESSO,8.703,
2026-09-01T11:49:17.977304,J03,X080,T21,11-avaliacao\prompts_julgamento\J03\J03_X080_T21.txt,SUCESSO,22.774,
2026-09-01T11:49:28.970431,J03,X041,T19,11-avaliacao\prompts_julgamento\J03\J03_X041_T19.txt,SUCESSO,9.988,
2026-09-01T11:49:38.350984,J03,X028,T12,11-avaliacao\prompts_julgamento\J03\J03_X028_T12.txt,SUCESSO,8.376,
2026-09-01T11:49:46.136302,J03,X025,T23,11-avaliacao\prompts_julgamento\J03\J03_X025_T23.txt,SUCESSO,6.782,
2026-09-01T11:49:54.673146,J03,X046,T18,11-avaliacao\prompts_julgamento\J03\J03_X046_T18.txt,SUCESSO,7.534,
2026-09-01T11:50:04.912059,J03,X006,T27,11-avaliacao\prompts_julgamento\J03\J03_X006_T27.txt,SUCESSO,9.235,
2026-09-01T11:50:14.924347,J03,X074,T03,11-avaliacao\prompts_julgamento\J03\J03_X074_T03.txt,SUCESSO,9.006,
2026-09-01T11:50:36.071124,J03,X021,T02,11-avaliacao\prompts_julgamento\J03\J03_X021_T02.txt,SUCESSO,20.141,
2026-09-01T11:50:44.074630,J03,X026,T24,11-avaliacao\prompts_julgamento\J03\J03_X026_T24.txt,SUCESSO,6.998,
2026-09-01T11:50:52.706124,J03,X013,T12,11-avaliacao\prompts_julgamento\J03\J03_X013_T12.txt,SUCESSO,7.627,
2026-09-01T11:51:02.285736,J03,X076,T18,11-avaliacao\prompts_julgamento\J03\J03_X076_T18.txt,SUCESSO,8.576,
2026-09-01T11:51:11.257014,J03,X018,T07,11-avaliacao\prompts_julgamento\J03\J03_X018_T07.txt,SUCESSO,7.966,
2026-09-01T11:51:21.222543,J03,X071,T19,11-avaliacao\prompts_julgamento\J03\J03_X071_T19.txt,SUCESSO,8.961,
2026-09-01T11:51:45.971274,J03,X003,T21,11-avaliacao\prompts_julgamento\J03\J03_X003_T21.txt,SUCESSO,23.744,
2026-09-01T11:51:57.234704,J03,X059,T29,11-avaliacao\prompts_julgamento\J03\J03_X059_T29.txt,SUCESSO,10.259,
2026-09-01T11:52:07.742094,J03,X022,T01,11-avaliacao\prompts_julgamento\J03\J03_X022_T01.txt,SUCESSO,9.502,
2026-09-01T11:52:18.694827,J03,X031,T30,11-avaliacao\prompts_julgamento\J03\J03_X031_T30.txt,SUCESSO,9.948,
2026-09-01T11:52:28.291860,J03,X075,T14,11-avaliacao\prompts_julgamento\J03\J03_X075_T14.txt,SUCESSO,8.593,
2026-09-01T11:52:37.310644,J03,X082,T11,11-avaliacao\prompts_julgamento\J03\J03_X082_T11.txt,SUCESSO,8.01,
2026-09-01T11:52:46.696558,J03,X085,T10,11-avaliacao\prompts_julgamento\J03\J03_X085_T10.txt,SUCESSO,8.381,
2026-09-01T11:52:56.914305,J03,X067,T01,11-avaliacao\prompts_julgamento\J03\J03_X067_T01.txt,SUCESSO,9.212,
2026-09-01T11:53:05.806289,J03,X072,T17,11-avaliacao\prompts_julgamento\J03\J03_X072_T17.txt,SUCESSO,7.886,
2026-09-01T11:53:20.503598,J03,X081,T23,11-avaliacao\prompts_julgamento\J03\J03_X081_T23.txt,SUCESSO,13.693,
2026-09-01T11:53:28.184955,J03,X090,T29,11-avaliacao\prompts_julgamento\J03\J03_X090_T29.txt,SUCESSO,6.673,
2026-09-01T11:53:37.356739,J03,X077,T13,11-avaliacao\prompts_julgamento\J03\J03_X077_T13.txt,SUCESSO,8.168,
2026-09-01T11:53:47.034312,J03,X037,T07,11-avaliacao\prompts_julgamento\J03\J03_X037_T07.txt,SUCESSO,8.673,
2026-09-01T11:53:56.506490,J03,X084,T08,11-avaliacao\prompts_julgamento\J03\J03_X084_T08.txt,SUCESSO,8.468,
